Product,Plant,ORDER_KEY,SOLD_TO_PARTY
product_138800,plant_203,order_226763,customer_1453
product_1784478,plant_565,order_305006,customer_2857
product_1296742,,order_115964,customer_71
product_660049,plant_576,order_211901,customer_139708
product_1923513,plant_419,order_319243,customer_166
product_120105,plant_419,order_381009,customer_166
product_220840,plant_383,order_400507,customer_11662
product_272657,plant_135,order_546556,customer_904
product_1165092,plant_383,order_40674,customer_3900
product_825059,plant_601,order_214099,customer_6754
product_935032,plant_223,order_466658,customer_240
product_1958961,plant_306,order_402751,customer_15459
product_510117,plant_209,order_145250,customer_2613
product_1743225,plant_577,order_269863,customer_64576
product_1530042,plant_146,order_49112,customer_177
product_1856162,,order_165112,customer_368
product_1922163,plant_158,order_264604,customer_1204
product_1904393,plant_221,order_267303,customer_138
product_2016186,plant_632,order_417789,customer_1824
product_1834721,plant_430,order_507095,customer_801
product_1091801,plant_601,order_115517,customer_470
product_1588748,plant_607,order_542081,customer_28097
product_1329280,plant_168,order_63117,customer_75356
product_1253202,plant_383,order_500196,customer_4021
product_262388,plant_19,order_332271,customer_3650
product_835961,plant_316,order_375038,customer_208
product_899579,plant_273,order_114459,customer_4114
product_1324394,plant_316,order_118924,customer_1278
product_1583884,plant_72,order_49529,customer_5448
product_911399,plant_363,order_253874,customer_256121
product_1347686,plant_645,order_405024,customer_2223
product_221097,plant_151,order_463009,customer_493
product_577696,plant_316,order_123885,customer_228417
product_630234,plant_383,order_279314,customer_1811
product_1386878,plant_57,order_43185,customer_4337
product_1893970,plant_601,order_246349,customer_35286
product_207006,plant_72,order_15229,customer_1515
product_1734849,plant_601,order_460851,customer_821
product_2647,plant_316,order_243023,customer_7594
product_785003,,order_283426,customer_687
product_28767,plant_419,order_224222,customer_20543
product_579250,plant_635,order_198831,customer_3348
product_1315224,plant_316,order_462408,customer_2774
product_955029,plant_151,order_363627,customer_1051
product_819905,plant_158,order_439287,customer_4069
product_217876,plant_581,order_214813,customer_487
product_2025513,plant_316,order_244995,customer_386
product_762570,,order_371512,customer_124
product_830563,plant_383,order_246263,customer_4021
product_1792785,plant_345,order_333421,customer_17381
product_1975365,plant_136,order_436456,customer_355
product_1555237,,order_154926,customer_1345
product_180866,,order_458272,customer_10761
product_1007123,plant_245,order_534860,customer_1480
product_1346866,plant_569,order_495277,customer_2130
product_1193431,,order_52385,customer_5036
product_1984280,plant_632,order_144853,customer_1036
product_753804,plant_316,order_209084,customer_208186
product_112295,,order_448952,customer_20866
product_990035,plant_57,order_280815,customer_2040
product_1657704,plant_432,order_175522,customer_85
product_1658363,plant_267,order_337420,customer_1724
product_871882,plant_601,order_225746,customer_3689
product_985541,plant_440,order_473894,customer_1242
product_950235,plant_504,order_443506,customer_9824
product_1514617,plant_312,order_77276,customer_4510
product_1357862,plant_225,order_278728,customer_38
product_242691,plant_72,order_79911,customer_1097
product_1099473,plant_136,order_250231,customer_84
product_41661,plant_383,order_470562,customer_1587
product_430888,plant_440,order_287122,customer_164
product_728307,,order_126549,customer_1434
product_1754909,plant_660,order_467650,customer_1360
product_1537661,plant_86,order_525337,customer_34254
product_1499002,plant_648,order_412853,customer_9597
product_470948,plant_316,order_118486,customer_5716
product_407569,plant_273,order_336583,customer_405
product_811245,plant_136,order_290563,customer_306
product_1134925,plant_316,order_208411,customer_23742
product_682866,plant_601,order_333127,customer_7434
product_1236025,plant_601,order_379589,customer_321
product_1467757,plant_223,order_331583,customer_781
product_64424,plant_383,order_423242,customer_4021
product_924081,plant_575,order_439849,customer_1882
product_24570,plant_267,order_348347,customer_79114
product_928614,plant_139,order_46048,customer_309
product_403798,,order_49438,customer_397
product_553609,plant_469,order_89165,customer_1767
product_558447,plant_187,order_436498,customer_19057
product_1734268,plant_316,order_21332,customer_2140
product_1050651,plant_70,order_312858,customer_983
product_985908,plant_273,order_440759,customer_783
product_364088,plant_22,order_544946,customer_37
product_1008629,plant_316,order_392340,customer_9480
product_633220,plant_316,order_200734,customer_2337
product_1928727,plant_575,order_177050,customer_947
product_542160,plant_433,order_205771,customer_11011
product_562412,plant_565,order_333267,customer_32888
product_1222001,plant_440,order_186379,customer_143
product_198168,plant_151,order_395133,customer_93
product_1358518,plant_537,order_434759,customer_2735
product_1920759,plant_601,order_15044,customer_2149
product_1486153,plant_575,order_496297,customer_2403
product_546368,plant_3,order_118507,customer_12840
product_1204658,plant_660,order_318659,customer_2561
product_59358,plant_632,order_149130,customer_1810
product_1353890,plant_601,order_443673,customer_981
product_1947157,plant_506,order_233871,customer_1542
product_102360,plant_363,order_118044,customer_2074
product_1380644,plant_601,order_110442,customer_3210
product_819322,plant_316,order_466970,customer_51682
product_108632,plant_135,order_260803,customer_21338
product_281623,plant_151,order_435127,customer_493
product_937341,plant_601,order_199374,customer_8012
product_556661,plant_316,order_149969,customer_6974
product_923437,plant_432,order_256549,customer_21824
product_1551597,plant_316,order_6915,customer_2774
product_1544328,plant_316,order_10051,customer_4480
product_697934,plant_601,order_236112,customer_2265
product_1312546,plant_57,order_253480,customer_13001
product_202136,plant_316,order_77772,customer_1982
product_383188,plant_151,order_394936,customer_150
product_1380998,plant_547,order_322479,customer_2498
product_251302,plant_432,order_422606,customer_980
product_1460089,plant_601,order_515730,customer_1946
product_1134166,plant_316,order_91302,customer_625
product_1070464,,order_267576,customer_378
product_347388,plant_575,order_181415,customer_877
product_1256338,plant_488,order_452283,customer_1379
product_1246766,plant_547,order_396800,customer_842
product_924584,,order_289405,customer_378
product_579625,plant_469,order_503475,customer_26019
product_1749758,plant_601,order_523662,customer_6754
product_472152,plant_190,order_11168,customer_877
product_1048780,,order_500562,customer_1785
product_260320,plant_190,order_392248,customer_1599
product_218002,plant_660,order_548076,customer_11448
product_784245,plant_488,order_472974,customer_8685
product_1299937,,order_153822,customer_71
product_1507280,plant_601,order_548048,customer_470
product_1387862,,order_257662,customer_1248
product_565463,plant_383,order_37111,customer_328
product_1584352,plant_440,order_336941,customer_1743
product_1186968,,order_10750,customer_1359
product_1286354,plant_267,order_500886,customer_144
product_1058726,,order_334785,customer_327
product_1346866,plant_569,order_152126,customer_7559
product_1979290,plant_22,order_340769,customer_37
product_1101048,plant_356,order_243417,customer_1780
product_1719866,plant_151,order_497281,customer_106
product_1211581,plant_151,order_298825,customer_106
product_1025587,plant_648,order_185799,customer_31
product_408373,plant_601,order_28555,customer_339
product_1560391,plant_218,order_97646,customer_937
product_1723281,,order_435339,customer_417
product_994552,plant_267,order_210898,customer_69829
product_1286428,plant_151,order_260360,customer_3305
product_1734752,plant_345,order_70005,customer_103815
product_1096939,plant_635,order_371099,customer_3747
product_18238,plant_5,order_509026,customer_378
product_294445,plant_72,order_39985,customer_374
product_1362027,plant_316,order_529771,customer_65199
product_1641688,plant_146,order_310590,customer_1337
product_2005142,plant_464,order_51451,customer_109969
product_1956753,plant_601,order_384650,customer_3295
product_1943973,plant_453,order_284616,customer_145
product_1092311,plant_601,order_395174,customer_6906
product_137804,,order_118857,customer_40867
product_1704044,plant_660,order_524974,customer_1248
product_1053696,plant_675,order_536424,customer_2130
product_1811033,plant_70,order_41736,customer_21354
product_1379712,plant_136,order_270711,customer_1085
product_1717188,,order_400303,customer_4974
product_868354,plant_151,order_382076,customer_354
product_670624,plant_312,order_303349,customer_1160
product_1890783,plant_383,order_311376,customer_5023
product_609961,,order_383750,customer_71
product_90695,plant_488,order_63885,customer_351
product_290193,plant_158,order_78398,customer_1204
product_1451840,plant_136,order_290508,customer_539
product_602155,plant_601,order_365074,customer_16835
product_1404147,plant_498,order_549992,customer_1754
product_211109,plant_35,order_169775,customer_1160
product_1734752,plant_72,order_249151,customer_54784
product_338044,,order_433204,customer_3003
product_1999565,plant_316,order_188394,customer_7301
product_417762,plant_471,order_83183,customer_533
product_985503,plant_383,order_16473,customer_23779
product_1373739,plant_373,order_324134,customer_2142
product_947647,plant_146,order_177773,customer_4720
product_231736,plant_136,order_158903,customer_355
product_10290,plant_72,order_488247,customer_112
product_533569,,order_201050,customer_147
product_953000,plant_503,order_143846,customer_3994
product_267966,plant_3,order_494039,customer_17
product_1925161,,order_391157,customer_195
product_358192,plant_316,order_301723,customer_1537
product_1681395,plant_136,order_150658,customer_306
product_808328,plant_383,order_460343,customer_12598
product_1970428,plant_414,order_290756,customer_9125
product_90695,plant_488,order_38342,customer_1795
product_622315,plant_316,order_398832,customer_46227
product_1293856,plant_575,order_262616,customer_705
product_1381979,plant_366,order_429148,customer_11547
product_1707392,plant_151,order_40381,customer_493
product_987242,plant_557,order_459360,customer_727
product_286780,plant_575,order_100232,customer_1882
product_1986752,plant_601,order_324835,customer_4401
product_805506,plant_355,order_443439,customer_1855
product_1349085,plant_316,order_460585,customer_25835
product_48297,plant_267,order_91771,customer_13248
product_15804,plant_203,order_310608,customer_1036
product_1378408,plant_607,order_46885,customer_172839
product_1736675,plant_70,order_181503,customer_4844
product_1087032,plant_151,order_494482,customer_438
product_1167727,plant_312,order_142612,customer_1160
product_1771139,plant_131,order_361724,customer_1246
product_853111,plant_607,order_185630,customer_6585
product_29341,plant_223,order_354842,customer_1056
product_473925,plant_267,order_349493,customer_15917
product_286543,plant_316,order_88875,customer_467
product_282113,plant_576,order_242728,customer_7099
product_1208860,plant_158,order_396328,customer_3265
product_1623810,plant_146,order_275727,customer_752
product_658914,plant_660,order_358404,customer_8725
product_158311,plant_601,order_215620,customer_2705
product_1047843,plant_488,order_1366,customer_26
product_357353,plant_151,order_409410,customer_1271
product_1762101,plant_601,order_534991,customer_3210
product_662925,plant_632,order_4512,customer_1810
product_129073,plant_316,order_337841,customer_76365
product_542877,plant_488,order_312636,customer_1881
product_414376,plant_57,order_506210,customer_7649
product_1229534,plant_373,order_147088,customer_2142
product_544842,plant_488,order_429973,customer_4058
product_300338,plant_316,order_236093,customer_1417
product_1663948,plant_245,order_312120,customer_14199
product_489668,,order_371266,customer_195
product_1682542,plant_488,order_143763,customer_14961
product_1243691,plant_575,order_326592,customer_877
product_924271,plant_601,order_539553,customer_844
product_1838324,,order_120392,customer_71
product_366358,plant_537,order_368628,customer_9781
product_321883,plant_488,order_71991,customer_4058
product_1852394,plant_577,order_302547,customer_1343
product_919195,plant_48,order_157965,customer_6075
product_716863,plant_245,order_207179,customer_2191
product_350750,plant_419,order_120115,customer_13168
product_1054801,plant_316,order_179074,customer_588
product_655697,,order_380427,customer_2827
product_1238237,plant_601,order_298732,customer_184
product_231006,plant_151,order_310600,customer_93
product_1385828,,order_262858,customer_1592
product_861254,plant_423,order_197082,customer_7473
product_1257665,plant_316,order_273713,customer_10197
product_1896595,plant_216,order_328892,customer_38822
product_694892,,order_318013,customer_710
product_818665,plant_316,order_148428,customer_21048
product_1980740,plant_316,order_114100,customer_2526
product_1476058,plant_601,order_48550,customer_981
product_237734,plant_316,order_180525,customer_30879
product_680592,plant_146,order_341008,customer_504
product_439936,plant_86,order_50345,customer_121
product_140760,plant_316,order_494417,customer_2395
product_1109303,plant_3,order_253894,customer_3361
product_867003,plant_267,order_272340,customer_2606
product_1896006,plant_72,order_80901,customer_738
product_1186082,plant_209,order_114858,customer_1782
product_1042607,plant_255,order_250073,customer_13560
product_1811198,plant_576,order_239187,customer_1898
product_726304,plant_158,order_455138,customer_1300
product_1298032,plant_316,order_358589,customer_1416
product_1648583,plant_151,order_7322,customer_382
product_903849,plant_245,order_349257,customer_5639
product_1603154,plant_35,order_4044,customer_4060
product_1915969,,order_2749,customer_554
product_1109260,plant_203,order_519531,customer_76
product_807429,plant_316,order_372992,customer_22708
product_828541,plant_72,order_53720,customer_28040
product_1486737,plant_557,order_79715,customer_2590
product_1465911,plant_356,order_326267,customer_1091
product_807481,plant_569,order_90979,customer_39313
product_100304,plant_316,order_344690,customer_7194
product_1473409,,order_337266,customer_8100
product_1767145,plant_316,order_127690,customer_92
product_31564,plant_168,order_429540,customer_1958
product_1540059,plant_440,order_32821,customer_1019
product_2007297,plant_383,order_128031,customer_1811
product_674107,plant_147,order_484834,customer_3533
product_817317,plant_306,order_326566,customer_1142
product_1245757,plant_245,order_34752,customer_3691
product_546641,plant_316,order_9312,customer_6034
product_288000,plant_517,order_132759,customer_1730
product_1651881,plant_203,order_75878,customer_23159
product_141532,plant_203,order_388475,customer_4110
product_283005,plant_675,order_388984,customer_4692
product_721655,plant_645,order_217600,customer_74
product_66769,,order_59895,customer_71
product_1669604,plant_316,order_474246,customer_1264
product_103705,plant_64,order_144495,customer_3113
product_359849,plant_316,order_362293,customer_2395
product_990035,plant_547,order_512918,customer_25556
product_1337404,plant_601,order_177242,customer_56728
product_851941,plant_345,order_178433,customer_1461
product_664013,plant_223,order_2944,customer_2076
product_1138915,plant_203,order_14220,customer_3227
product_1004692,plant_245,order_430944,customer_627
product_315358,plant_151,order_423670,customer_335
product_1445484,plant_488,order_384353,customer_6477
product_1075362,plant_316,order_113015,customer_12594
product_418849,plant_660,order_289490,customer_188696
product_1418246,plant_660,order_544320,customer_4186
product_755488,plant_245,order_233394,customer_129176
product_87686,plant_488,order_426421,customer_26
product_1623810,plant_316,order_502503,customer_111056
product_1229892,plant_72,order_214328,customer_425160
product_1170426,plant_316,order_296273,customer_648
product_234961,plant_316,order_433627,customer_23449
product_744368,plant_273,order_441777,customer_696
product_884511,plant_316,order_251654,customer_85786
product_504456,plant_383,order_471399,customer_217541
product_1901621,plant_316,order_2283,customer_4642
product_1367562,plant_316,order_340315,customer_139
product_177261,plant_469,order_233571,customer_7585
product_1339543,plant_601,order_75888,customer_2264
product_1093061,plant_503,order_126251,customer_393
product_1380095,plant_19,order_131588,customer_3650
product_215335,plant_72,order_425202,customer_881
product_439936,plant_601,order_375005,customer_3373
product_1225842,plant_146,order_218444,customer_3661
product_1345340,plant_70,order_65671,customer_16600
product_397624,,order_267470,customer_4062
product_1395870,plant_506,order_468495,customer_40694
product_1006073,plant_273,order_40318,customer_2695
product_1465687,,order_65916,customer_1592
product_1617789,plant_576,order_70336,customer_11483
product_61725,plant_601,order_311015,customer_1450
product_1179264,plant_72,order_466646,customer_8092
product_313860,plant_569,order_145148,customer_14426
product_1358518,plant_537,order_124030,customer_2735
product_1914114,plant_139,order_110139,customer_1543
product_914810,plant_316,order_227482,customer_60736
product_935733,plant_488,order_208237,customer_26
product_1023908,plant_70,order_169681,customer_9000
product_518925,plant_601,order_162371,customer_211
product_1584897,plant_316,order_385076,customer_6354
product_134595,plant_151,order_380424,customer_106
product_890180,,order_460412,customer_327
product_693437,plant_203,order_146896,customer_1036
product_1442810,plant_312,order_142020,customer_459
product_890137,plant_245,order_7780,customer_3298
product_63434,plant_190,order_550800,customer_683
product_170408,plant_547,order_105885,customer_7263
product_490931,plant_316,order_111884,customer_9238
product_1834721,plant_661,order_85433,customer_693
product_773824,plant_488,order_371375,customer_57422
product_1079340,plant_312,order_180874,customer_1238
product_493983,plant_19,order_161277,customer_2429
product_960207,plant_575,order_170690,customer_1882
product_106088,plant_316,order_139962,customer_54789
product_134763,,order_317201,customer_71
product_760930,plant_146,order_50771,customer_2918
product_1727915,plant_136,order_434408,customer_620
product_1963744,plant_557,order_300093,customer_727
product_1611599,plant_601,order_44951,customer_1227
product_1755899,plant_316,order_389651,customer_18104
product_1394446,plant_312,order_35308,customer_16793
product_1430758,plant_72,order_39241,customer_15107
product_1493935,plant_345,order_395008,customer_1207
product_767659,plant_315,order_551413,customer_202
product_1961246,plant_245,order_396660,customer_809
product_1783767,,order_205200,customer_1323
product_1268553,plant_48,order_545914,customer_5
product_796673,plant_312,order_110606,customer_132
product_813823,plant_223,order_213077,customer_2347
product_1162570,,order_172441,customer_397
product_698678,plant_503,order_429327,customer_1687
product_1547170,,order_417217,customer_58
product_528678,plant_423,order_430948,customer_9
product_1146084,plant_315,order_349543,customer_1677
product_734515,plant_209,order_128066,customer_81610
product_1930476,plant_209,order_87435,customer_4756
product_1012324,plant_432,order_75725,customer_386
product_1793269,plant_168,order_201977,customer_3014
product_920622,plant_146,order_442070,customer_4616
product_771592,plant_596,order_129489,customer_6090
product_1574532,,order_13998,customer_1223
product_1476484,plant_420,order_336358,customer_5041
product_1222793,plant_316,order_224282,customer_507
product_1641775,plant_453,order_449835,customer_704
product_1648569,plant_315,order_453952,customer_1677
product_1858952,,order_318863,customer_8535
product_882222,,order_171460,customer_1223
product_73936,plant_146,order_236396,customer_177
product_607504,plant_470,order_183700,customer_2390
product_181395,plant_316,order_425693,customer_206
product_1019977,plant_660,order_451272,customer_2090
product_266393,plant_72,order_506640,customer_21113
product_1422540,plant_312,order_416585,customer_831
product_1203873,plant_146,order_282210,customer_40802
product_223456,plant_316,order_203411,customer_2943
product_728575,plant_569,order_500780,customer_23723
product_1965157,plant_601,order_114295,customer_1450
product_130870,plant_70,order_526337,customer_5130
product_1948217,,order_56346,customer_50721
product_1734752,plant_24,order_269667,customer_27781
product_644667,plant_632,order_510132,customer_2962
product_1512115,plant_67,order_183135,customer_2569
product_787490,plant_316,order_4228,customer_1007
product_954477,plant_383,order_125371,customer_1865
product_677374,plant_601,order_54433,customer_211
product_372127,plant_383,order_388943,customer_5023
product_1760214,plant_660,order_286386,customer_18598
product_1281732,plant_601,order_57124,customer_4795
product_647856,plant_316,order_525203,customer_2394
product_1530942,plant_216,order_433856,customer_7533
product_1271034,plant_151,order_458490,customer_106
product_1696409,plant_547,order_532310,customer_18603
product_1532068,plant_645,order_202459,customer_3152
product_1947551,plant_312,order_34904,customer_2008
product_1492324,plant_601,order_356827,customer_932
product_1185470,plant_601,order_305584,customer_4971
product_1122295,plant_267,order_181270,customer_1677
product_71766,plant_316,order_200176,customer_15116
product_467995,plant_383,order_94752,customer_10415
product_449340,,order_369025,customer_71
product_1334513,plant_151,order_550313,customer_1271
product_436849,plant_488,order_209898,customer_1881
product_593704,plant_136,order_429681,customer_30727
product_250959,plant_383,order_158008,customer_15
product_550408,,order_166454,customer_6488
product_920876,plant_601,order_180419,customer_5427
product_576815,plant_273,order_438076,customer_405
product_994261,plant_306,order_423853,customer_7890
product_729338,plant_168,order_542297,customer_1958
product_64424,plant_383,order_451770,customer_4876
product_1103827,plant_304,order_178546,customer_1185
product_1734752,plant_72,order_67262,customer_87487
product_301031,plant_151,order_130946,customer_363
product_399027,,order_336961,customer_3444
product_743113,plant_48,order_152400,customer_1601
product_1351989,plant_168,order_297234,customer_2448
product_665087,plant_557,order_26145,customer_134
product_199502,plant_383,order_187916,customer_7924
product_477889,plant_504,order_71825,customer_1644
product_1138640,plant_22,order_463226,customer_37
product_1025731,plant_354,order_155849,customer_7544
product_1050168,plant_383,order_377279,customer_1527
product_36549,plant_187,order_194765,customer_61727
product_1734054,plant_383,order_437146,customer_12121
product_1711882,plant_547,order_414094,customer_7115
product_350750,plant_519,order_477241,customer_67217
product_1568157,plant_366,order_328275,customer_3821
product_975569,plant_383,order_266245,customer_8143
product_110245,plant_601,order_437857,customer_8373
product_1202384,plant_316,order_290822,customer_509
product_1847973,plant_151,order_441639,customer_244
product_1718900,plant_22,order_212278,customer_3432
product_1501206,,order_327485,customer_1674
product_1776161,plant_316,order_157694,customer_980
product_1031593,plant_312,order_273267,customer_459
product_1374752,plant_503,order_297491,customer_182
product_1108484,plant_644,order_431225,customer_33766
product_376449,plant_503,order_526070,customer_393
product_1585717,plant_453,order_318095,customer_671
product_1507584,plant_488,order_427180,customer_5556
product_546674,plant_575,order_527785,customer_1116
product_1058706,plant_464,order_86409,customer_482
product_413955,plant_632,order_495011,customer_3598
product_331668,plant_601,order_19776,customer_814
product_713078,plant_383,order_17886,customer_5023
product_962017,plant_432,order_75672,customer_3314
product_1029278,plant_151,order_94153,customer_19542
product_1348373,plant_645,order_551978,customer_2223
product_393463,plant_649,order_130144,customer_8708
product_1003769,plant_316,order_153971,customer_9352
product_1080844,plant_569,order_143773,customer_118
product_599839,plant_168,order_168,customer_1958
product_1472119,plant_64,order_284828,customer_6902
product_179606,plant_316,order_369436,customer_509
product_1433050,plant_383,order_332381,customer_25066
product_1286180,plant_135,order_546008,customer_3007
product_1311299,plant_316,order_389101,customer_1182
product_199045,plant_644,order_456447,customer_702
product_600163,plant_151,order_348824,customer_437
product_767401,plant_316,order_227205,customer_4747
product_1734752,plant_72,order_355068,customer_8367
product_1734752,plant_345,order_241981,customer_170999
product_140735,,order_438712,customer_1226
product_1457198,plant_151,order_145345,customer_106
product_1248463,plant_601,order_301558,customer_181
product_621553,plant_316,order_173107,customer_7445
product_649394,plant_139,order_528220,customer_58718
product_585857,plant_469,order_236160,customer_15790
product_658405,plant_209,order_80295,customer_3013
product_1622091,plant_316,order_457843,customer_12033
product_1259375,,order_187486,customer_574
product_1943973,plant_273,order_489911,customer_405
product_1535555,plant_151,order_514975,customer_4391
product_809950,plant_601,order_250984,customer_83
product_459034,,order_342156,customer_38049
product_469127,plant_225,order_146105,customer_16522
product_1543469,plant_19,order_223319,customer_117841
product_945630,plant_151,order_104966,customer_106
product_92938,plant_464,order_477613,customer_462670
product_331683,plant_146,order_51298,customer_1004
product_1538621,,order_261803,customer_147
product_338847,plant_151,order_196031,customer_4120
product_130028,plant_488,order_544256,customer_17329
product_374088,plant_316,order_209459,customer_82288
product_1458108,plant_315,order_284067,customer_1724
product_967204,plant_164,order_340985,customer_169498
product_479023,plant_267,order_414091,customer_2366
product_1984660,plant_667,order_147664,customer_728
product_824983,plant_146,order_166408,customer_1083
product_863171,plant_139,order_158002,customer_309
product_817654,plant_151,order_10393,customer_438
product_262563,plant_601,order_256255,customer_1946
product_1723154,plant_514,order_326793,customer_407441
product_824637,plant_316,order_31351,customer_1313
product_1186797,plant_383,order_516429,customer_1811
product_1030694,plant_209,order_397912,customer_78
product_1584217,,order_518160,customer_574
product_1565932,plant_190,order_101626,customer_877
product_1822924,plant_466,order_157509,customer_2191
product_529493,,order_393644,customer_65
product_1001873,plant_151,order_42594,customer_106
product_1311189,plant_190,order_73125,customer_73
product_707585,plant_316,order_476038,customer_11501
product_1343979,plant_601,order_2566,customer_1490
product_1170269,,order_235092,customer_397
product_198404,plant_354,order_512029,customer_6299
product_116911,plant_151,order_416898,customer_3846
product_1095191,plant_187,order_134731,customer_2704
product_672080,plant_469,order_65828,customer_7249
product_1290783,plant_151,order_154440,customer_438
product_1222793,plant_471,order_76744,customer_1206
product_168600,plant_471,order_447252,customer_4523
product_1946664,plant_345,order_54281,customer_9738
product_317717,plant_316,order_184758,customer_1754
product_950312,plant_601,order_533025,customer_1450
product_1730473,plant_648,order_392348,customer_7922
product_1168170,plant_72,order_340305,customer_30236
product_1555901,plant_201,order_416315,customer_1124
product_3462,plant_245,order_325299,customer_1480
product_1431693,,order_381387,customer_5408
product_1486498,plant_316,order_49994,customer_47348
product_1840498,,order_62720,customer_8969
product_1480639,plant_139,order_318574,customer_2012
product_424371,plant_72,order_368392,customer_1538
product_477515,plant_131,order_349617,customer_249
product_921012,plant_488,order_540012,customer_33789
product_1420608,plant_135,order_214278,customer_647
product_276967,plant_601,order_371786,customer_13120
product_1826116,plant_72,order_134895,customer_4839
product_1068337,plant_267,order_487115,customer_2606
product_1224650,plant_316,order_479493,customer_8660
product_705777,plant_70,order_176576,customer_45173
product_358403,plant_146,order_65299,customer_29108
product_973214,plant_423,order_532237,customer_337
product_1900459,,order_483221,customer_30772
product_1919057,plant_488,order_289696,customer_1193
product_836667,,order_64004,customer_12659
product_1427937,plant_316,order_400400,customer_3821
product_1709999,plant_345,order_390582,customer_2499
product_1997707,plant_72,order_123277,customer_6256
product_1009424,plant_316,order_380437,customer_769
product_1510986,plant_601,order_87494,customer_2383
product_1375520,plant_57,order_134598,customer_17123
product_348127,plant_601,order_82785,customer_181
product_1720129,plant_225,order_490012,customer_167
product_2009017,plant_316,order_203737,customer_2614
product_54291,plant_460,order_106526,customer_5837
product_1381924,plant_316,order_77553,customer_2101
product_334344,plant_209,order_205311,customer_578
product_1981235,plant_316,order_520251,customer_2314
product_1296850,plant_267,order_549349,customer_2302
product_1468648,plant_72,order_479004,customer_3041
product_1174296,plant_601,order_358211,customer_3973
product_791809,,order_2776,customer_2032
product_371997,plant_245,order_136402,customer_2762
product_1514819,plant_267,order_424021,customer_117
product_1435654,,order_117350,customer_147
product_1911630,plant_146,order_111216,customer_3454
product_851955,plant_151,order_172140,customer_1460
product_1929968,plant_316,order_343643,customer_1313
product_1448476,plant_146,order_103503,customer_846
product_780776,plant_557,order_162061,customer_2540
product_158236,plant_691,order_98159,customer_47198
product_95271,plant_316,order_447143,customer_800
product_1405839,plant_354,order_127307,customer_2158
product_1742896,plant_601,order_76932,customer_8334
product_586918,plant_645,order_154946,customer_2561
product_1075904,plant_22,order_176753,customer_37
product_1838828,plant_488,order_113796,customer_4015
product_625804,plant_440,order_135311,customer_143
product_1806095,plant_423,order_226489,customer_337
product_1988919,plant_48,order_111312,customer_2548
product_1861223,plant_383,order_85763,customer_7924
product_108804,plant_223,order_40940,customer_26967
product_868858,plant_601,order_293528,customer_2383
product_420950,plant_557,order_485994,customer_76135
product_1734752,plant_72,order_13104,customer_2457
product_1595103,plant_639,order_286082,customer_72248
product_220795,plant_316,order_209699,customer_769
product_1023420,plant_267,order_229973,customer_123
product_1611060,plant_601,order_251469,customer_3420
product_218095,plant_316,order_470490,customer_5250
product_480815,plant_151,order_498960,customer_5598
product_1996447,plant_316,order_134190,customer_5038
product_1686569,plant_267,order_267159,customer_167
product_327884,plant_267,order_2092,customer_1147
product_1884816,plant_295,order_155722,customer_7130
product_1887550,,order_80220,customer_42771
product_335118,plant_503,order_52793,customer_4510
product_1494103,plant_151,order_471429,customer_2056
product_2012684,plant_316,order_267675,customer_426044
product_892044,plant_57,order_547870,customer_7569
product_1844499,plant_158,order_266797,customer_39896
product_1550349,plant_316,order_222102,customer_66751
product_483392,plant_569,order_144918,customer_4377
product_1832392,plant_136,order_362889,customer_84
product_573260,plant_383,order_393153,customer_4154
product_288425,plant_72,order_132148,customer_1017
product_1347124,plant_575,order_260944,customer_947
product_1749732,plant_383,order_27897,customer_6539
product_908965,plant_316,order_15296,customer_12775
product_780050,plant_316,order_138880,customer_3461
product_253958,plant_488,order_69157,customer_1795
product_648986,plant_70,order_118844,customer_11730
product_789983,,order_362626,customer_3518
product_1580578,plant_245,order_281505,customer_18082
product_87888,plant_316,order_346587,customer_1796
product_1963109,plant_135,order_88614,customer_4972
product_880239,plant_22,order_227112,customer_277
product_1767905,plant_267,order_486967,customer_558
product_450270,,order_307016,customer_763
product_31163,plant_22,order_408137,customer_277
product_569724,plant_316,order_463072,customer_2916
product_408862,plant_316,order_10309,customer_4047
product_1054259,plant_660,order_373896,customer_42341
product_1539670,plant_225,order_432470,customer_27580
product_434967,plant_601,order_184035,customer_123
product_1615793,plant_547,order_238470,customer_7291
product_1485175,plant_316,order_137520,customer_11318
product_599007,plant_316,order_50358,customer_37952
product_1896145,,order_35,customer_71
product_76081,plant_146,order_532824,customer_2935
product_161408,plant_601,order_201951,customer_121
product_402061,plant_577,order_402785,customer_80943
product_1282522,plant_506,order_96986,customer_59080
product_219073,plant_601,order_34726,customer_8002
product_1724228,plant_316,order_364414,customer_36401
product_55280,,order_426038,customer_2190
product_1204646,plant_316,order_520770,customer_15273
product_1213023,plant_575,order_429696,customer_947
product_667762,plant_47,order_8213,customer_97715
product_948854,plant_19,order_655,customer_2429
product_1191993,,order_391981,customer_2352
product_615389,plant_660,order_476013,customer_3180
product_434324,plant_453,order_18678,customer_131352
product_218804,plant_423,order_408066,customer_337
product_1061506,plant_273,order_232435,customer_492
product_1447531,plant_151,order_453618,customer_106
product_1549716,plant_648,order_193565,customer_50743
product_1282900,plant_423,order_162554,customer_3742
product_504858,plant_660,order_122488,customer_307
product_1525852,plant_506,order_522998,customer_486890
product_1734752,plant_72,order_30742,customer_27188
product_1803539,plant_316,order_489398,customer_52807
